id,Nome,Estado,Município Principal,Link
236,MG - Povo Caxixó aguarda reconhecimento e homologação de sua Terra Indígena e enfrenta a influência direta da monocultura de eucalipto que vem secando as suas águas. Conselho de Política Ambiental e entidade ambientalista fazem vista grossa para empreendimento empresarial,Minas Gerais, Pompéu,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=236
237,"PI - Região do Alto Parnaíba, área de transição entre Caatinga, Cerrado e Floresta Amazônica é impactada pela atividade de companhia de Alimentos, que além de utilizar grandes áreas para a cultura da soja, usa carvão vegetal para o processamento dos grãos de soja. Populações tradicionais são pressionadas pelas atividades da companhia e pelo aumento da pecuária bovina na região.",Piauí, Uruçuí,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=237
238,"PI - Indústria de Papel e Celulose chega ao vale do Parnaíba, promovendo o plantio intensivo do eucalipto, deslocando comunidades tradicionais e ampliando a escassez de água do semiárido para o perímetro do deserto verde na área de transição da Caatinga para o Cerrado e a Amazônia.",Piauí, Teresina,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=238
239,"PI - Região de chapadões no extremo-sul do Piauí, patrimônio singular de importância mundial arqueológica e pela transição entre áreas ricas dos biomas Caatinga e Cerrado, é ameaçada por projetos de expansão agrícola e mineração, e até o momento não obtiveram o cuidado merecido das instâncias governamentais ",Piauí, Redenção do Gurgu,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=239
240,PI - Erro de cálculo colocou projeto de assentamento rural em risco.,Piauí, Floriano,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=240
241,"SP - Indígenas Guarani, quilombolas, pequenos agricultores, trabalhadores organizados e movimentos sociais se opõem a projetos para construir usinas hidrelétricas no Vale do Ribeira",São Paulo, Ribeira,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=241
242,SP - Megaprojeto de porto no Estado de São Paulo afetaria populações tradicionais e povos indígenas,São Paulo, São Paulo,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=242
243,"SP - Eucalipto no Vale do Paraíba, região leste do Estado de São Paulo, está causando graves danos ambientais e êxodo rural",São Paulo, Taubaté,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=243
244,"SP - Indústria de petróleo e gás ameaça ecossistemas, ecoturismo e populações tradicionais no litoral norte de São Paulo",São Paulo, Ilhabela,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=244
245,SP - População da periferia de São Paulo sofre com o descompromisso de políticas públicas e administração voltada para a exclusão,São Paulo, Vargem Grande Pauli,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=245
246,SP - Cubatão: passivo ambiental devido à contaminação química provocada pela Rhodia ainda não foi reparado ,São Paulo, São Vicente,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=246
247,"SP - Contaminação ambiental produzida por indústria de agrotóxicos no Recanto dos Pássaros, em Paulínia (SP), continua a apresentar consequências na saúde de moradores e trabalhadores",São Paulo, Paulínia,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=247
248,SP - Duas empresas deixam grave passivo ambiental na região leste da cidade de São Paulo,São Paulo, São Paulo,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=248
249,"SP - Pólo Petroquímico em área urbana densamente habitada emite gases que podem provocar alterações no funcionamento da tireóide, afetando particularmente às crianças",São Paulo, São Paulo,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=249
250,SP - Jurubatuba é considerada a área com o maior passivo ambiental da cidade de São Paulo,São Paulo, São Paulo,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=250
251,"SP - Comunidade com 1700 pessoas viveram expostas às substâncias tóxicas carcinogênicas, contaminantes orgânicos e metais pesados que podem afetar a saúde, especialmente de crianças",São Paulo, São Paulo,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=251
252,SP - Condomínio residencial foi construído em terreno que durante anos serviu como lixão industrial,São Paulo, Mauá,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=252
253,"SP - Depósitos de carros na Cidade Tiradentes, extremo leste da cidade de São Paulo, funciona em terreno irregular",São Paulo, São Paulo,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=253
254,SP - Aterro em Santo Antônio de Posse (SP) recebeu 320 mil toneladas de resíduos industriais entre 1974 e 1987,São Paulo, Santo Antônio de P,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=254
255,SP - Recuperação de solventes contamina população com poluentes nocivos a saúde ,São Paulo, Campinas,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=255
256,SP - Lixo tóxico com  amianto e fenol estão depositados irregularmente em um depósito no perímetro urbano de Avaré,São Paulo, Avaré,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=256
257,SP - Quilombo da Caçandoca foi vítima de um violento processo de expropriação de seu território ,São Paulo, Ubatuba,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=257
258,SP - Comunidade quilombola do Vale do Ribeira sofre com a falta d'água e recebe ameaças de fazendeiro,São Paulo, Iporanga,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=258
259,SP - Aterro mantém 122 toneladas de solo contaminado por HCH (hexa cloro ciclohexano) ,São Paulo, São Paulo,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=259
260,SP - Unidade de Conservação criada em 1986 deixou 300 famílias de caiçaras em situação de ilegalidade,São Paulo, Peruíbe,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=260
262,SP - Empresa que estocava irregularmente grandes quantidades de combustível é responsável pela contaminação do subsolo e das águas subterrâneas  da Vila Carioca em São Paulo,São Paulo, São Paulo,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=262
263,"SP - Empresas de produtos químicos e de petróleo deixara um enorme passivo ambiental no bairro da Mooca, cidade de São Paulo, após décadas de armazenamento indevido, que comprometeu solo e subsolo",São Paulo, São Paulo,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=263
264,SP - Empresas irregulares reciclavam borra de alumínio,São Paulo, São Paulo,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=264
265,"SP - Companhia produtora de nitrocelulose, ácido fluorídrico e fluoreto de alumínio tem provocado acidentes do trabalho e ambientais desde 1935 ",São Paulo, São Paulo,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=265
266,SP - Cooperativa pode estar operando em terreno contaminado ,São Paulo, São Paulo,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=266
267,SP - Passivo ambiental radiativo em terreno na zona sul da cidade de São Paulo ,São Paulo, São Paulo,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=267
268,SP - Cana de açúcar e citricultura estão vinculados ao trabalho escravo ,São Paulo, Rio das Pedras,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=268
269,SP - Pólo Cerâmico no Estado de São Paulo tem sido associado à contaminação ambiental por fluoreto gasoso e metais pesados,São Paulo, Santa Gertrudes,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=269
270,SP - Contaminação do solo no Estado de São Paulo é em grande parte  provocada por postos de combustíveis,São Paulo, São Paulo,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=270
271,"RR - Terra Indígena Raposa Serra do Sol é marcada por conflitos dos indígenas com governos estadual e federal,autoridades e empresas públicas e privadas",Roraima, Boa Vista,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=271
272,RR - Invasão de posseiros e garimpeiros em Terra Yanomami,Roraima, Amajari,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=272
274,RR - Fonte de conflitos envolve povos indígenas e empreendimentos hidrelétricos planejados pelo governo federal e estadual,Roraima, Boa Vista,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=274
275,RR - Brasil e a Guiana Inglesa usam a planta cunani na pesca e produzem medicamentos para a medicina tradicional extraídos da árvore tibiru ou coração verde,Roraima, Boa Vista,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=275
276,"RR - Mucajaí, em Roraima, é o local onde foi detectada a maior área de desmatamento em maio 2009",Roraima, Mucajaí,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=276
277,"RR - Pesca ilegal, transporte ilegal de madeira e tráfico de animais são os crimes mais comuns registrados em Roraima",Roraima, Caracaraí,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=277
278,RR - Lideranças Wapichana da Região Serra da Lua denunciaram que pescadores não índios do Município de Bonfim estão entrando na TI,Roraima, Bonfim,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=278
279,"RS - Avanço da ocupação territorial no Sul do Brasil e nos vizinhos Paraguai, Uruguai e Argentina começa a inviabilizar a cultura nômade e a prática de acampamentos dos Mbyá Guarani em locais tradicionais da etnia.",Rio Grande do Sul, Passo Fundo,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=279
280,RS - Monopolização da indústria alimentícia impõe preços ao mercado consumidor e à produção rural. Organizações camponesas acusam Estado de favorecer interesses das transnacionais.,Rio Grande do Sul, Passo Fundo,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=280
281,RS - O caso da primeira comunidade quilombola urbana no Brasil: disputas imobiliárias e titulação das terras da Família Silva,Rio Grande do Sul, Porto Alegre,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=281
282,RS - Comunidade Quilombola de Morro Alto e Ministério Público enfrentam pressa do DNIT em desapropriar terras tradicionais para a duplicação da BR 101,Rio Grande do Sul, Maquiné,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=282
283,RS - Interações institucionais e organização do movimento quilombola no Rio Grande do Sul: a regularização das terras da Comunidade Quilombola de Casca ainda aguarda conclusão.,Rio Grande do Sul, Mostardas,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=283
284,RS - Ataque a laboratórios e viveiros de empresa de Celulose põe em cheque neutralidade e isenção científica dos processos de dominação territorial pelos promotores de Desertos Verdes,Rio Grande do Sul, Barra do Ribeiro,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=284
285,RS - Obras da Hidrelétrica de Machadinho reduz níveis de poços de água e expulsa mais de 1500 pessoas do campo.,Rio Grande do Sul, Maximiliano de Alme,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=285
286,RS - Usina Hidrelétrica de Barra Grande inunda mais de seis mil hectares de Mata Atlântica e Araucárias,Rio Grande do Sul, Pinhal da Serra,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=286
287,"RS - Redução da classificação do nível toxicológico de agrotóxicos, pelo Ministério da Saúde, pode estar na raiz de problemas neurocomportamentais associados ao manuseio do produto",Rio Grande do Sul, Bento Gonçalves,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=287
288,RS - Livre arbítrio de projeto hidrelétrico torna inócuas ações judiciais em defesa dos direitos dos Kaingang medidas mitigatórias ficam subordinadas ao fato consumado.,Rio Grande do Sul, Nonoai,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=288
289,TO - Território Apinajé ameaçado por projetos hidrelétricos do Plano de Aceleração do Crescimento (PAC),Tocantins, Araguaína,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=289
290,TO - Ilha do Bananal no rio Araguaia: a maior ilha fluvial do mundo ameaçada por atividade madeireira e pecuária,Tocantins, Tocantinópolis,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=290
291,TO - Obras de infraestrutura do PAC levam desenvolvimento desordenada à regiões frágeis do Tocantins,Tocantins, Gurupi,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=291
292,TO - Povo Xerente é pressionado pela expansão econômica do Estado do Tocantins,Tocantins, Tocantínia,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=292
293,TO - Povo Krahô ? Kanela: 30 anos de peregrinação para reconquistar suas terras,Tocantins, Lagoa da Confusão,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=293
294,TO - Projeto de monocultura de soja transformou município em campeão nacional de pobreza e desigualdade,Tocantins, Campos Lindos,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=294
295,"TO - Grandes projetos econômicos de atividades agroexportadoras levam à degradação social e ambiental da região do Bico-do-Papagaio, no Tocantins",Tocantins, Araguatins,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=295
296,TO - A lógica perversa da ocupação proposta pelo modelo de desenvolvimento do PAC repercute no cotidiano das populações tradicionais e sangra o território amazônico.,Tocantins, Pedro Afonso,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=296
297,TO - Corredor do Jalapão: esperança para preservar a biodiversidade do Cerrado,Tocantins, Ponte Alta do Tocan,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=297
305,MG - População luta contra instalação de projeto de mineração,Minas Gerais, Catas Altas,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=305
306,MG - Moradores lutam por obras de saneamento e pela revitalização da lagoa de Ibirité,Minas Gerais, Ibirité,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=306
307,MG - População acusa PCHs de privatizarem Rio Tijuco,Minas Gerais, Ituiutaba,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=307
308,MG - Comunidade Quilombola da Lapinha luta por território tradicional enfrentando violência diversas,Minas Gerais, Matias Cardoso,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=308
309,MG - População de São Sebastião do Paraíso sofre com contaminação de curtumes e laticínios,Minas Gerais, São Sebastião do ,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=309
310,MG - Comunidade de Unaí denuncia violação dos direitos humanos,Minas Gerais, Unaí,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=310
311,PA - Comunidades tradicionais lutam contra contaminação por cortumes na periferia de Belém,Pará, Belém,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=311
312,"PE - Camponeses, indígenas, quilombolas e ribeirinhos lutam contra a construção de barragens e hidrelétricas",Pernambuco, Santa Maria da Boa ,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=312
313,RJ - População de Itaboraí luta por seus direitos na justiça,Rio de Janeiro, Itaboraí,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=313
314,RJ - Pescadores lutam para garantir sua subsistência,Rio de Janeiro, Rio de Janeiro,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=314
315,RJ - Petrópolis: Comunidade São João Batista teme ser soterrada por deslizamento de terra e lixo,Rio de Janeiro, Petrópolis,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=315
316,RJ - Cooperativa dos Catadores de Itaoca; ONG Onda Solidária; Centro Pró-melhoramento do Anaia Pequeno,Rio de Janeiro, São Gonçalo,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=316
317,RS - índios Kaingang lutam para garantir território tradicional,Rio Grande do Sul, Porto Alegre,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=317
318,"SP - População de Americana luta contra instalação de usina termoelétrica Carioba II, movida ??  gás natural ",São Paulo, Americana,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=318
319,SP - Moradores lutam para permanecer em suas terras,São Paulo, Americana,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=319
320,SP - População luta contra risco de contaminação e depósito irregular de lixo tóxico,São Paulo, Piracicaba,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=320
321,AL - Habitantes de Cidade de Lonas lutam por moradia digna e por melhores condições de vida	,Alagoas, Maceió,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=321
322,AP - Comunidades extrativistas sofrem com a exploração de intermediários e com a falta de serviços públicos	,Amapá, Laranjal do Jari,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=322
323,BA - Comunidades pesqueiras e quilombolas lutam contra instalação de resort na ilha de Cajaíba	,Bahia	, São Francisco do C,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=323
324,BA - Moradores e pescadores lutam contra degradação ambiental	,Bahia	, Lauro de Freitas,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=324
325,BA - Populações ribeirinhas lutam contra prejuízos causados por barragem,	Bahia	, Maragogipe,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=325
326,BA - Comunidades sofrem com destruição do meio ambiente e desestruturação de seu meio de vida	,Bahia	, Salvador,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=326
327,MA - Agricultores vivenciam degradação e ameaças causadas pela monocultura.	,Maranhão, Loreto,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=327
328,RJ - Moradores do entorno de lixões sofrem com problemas ambientais e de saúde pública	,Rio de Janeiro, Rio de Janeiro,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=328
329,SE - Catadoras de mangaba lutam pela demarcação de reservas extrativistas	,	Sergipe	, Aracaju,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=329
330,SE - Comunidade aguarda titulação para poder garantir seu território e acessar projetos sociais	,Sergipe, Aracaju,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=330
331,AL - Pescadores lutam contra realocação exigida pela prefeitura,Alagoas, Maceió,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=331
332,AM - índios Mura aguardam demarcação oficial de suas terras,Amazonas, Autazes,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=332
333,BA - Comunidades ribeirinhas da bacia do Rio Grande lutam contra a instalação de PCHs na região,Bahia, São Desidério,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=333
334,BA - População de Ilhéus denuncia empreendimentos de viabilidade socioambiental duvidosa,Bahia, Ilhéus,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=334
335,BA - Comunidades de fundo de pasto denunciam grilagem no município,Bahia, Santa Maria da Vit?,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=335
336,ES - Comunidades tradicionais de Anchieta se mobilizam contra empreendimentos ambientalmente danosos,Espírito Santo, Anchieta,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=336
338,SC - Imbituba segue sofrendo com degradação ambiental,Santa Catarina, Imbituba,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=338
339,PA - Ulianópolis exige punição a poluidores e recuperação ambiental,Pará, Ulianópolis,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=339
340,SC - Populaçâo catarinense luta contra instalaçâo de estaleiro,Santa Catarina, Tijucas,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=340
341,BA - Agricultores e trabalhadores rurais de Jaborandi vivem em condiç??µes análogas à escravidâo,Bahia, Jaborandi,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=341
342,"BA - Há mais de 20 anos, agricultores familiares disputam com empresário do agronegócio   as águas do Rio Salitre, que já teve até seu curso mudado",Bahia, Juazeiro,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=342
343,BA - Conflitos entre moradores de Sapeaçu e termoelétricas continuam,Bahia, Sapeaçu,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=343
344,CE - Comunidades atingidas pela barragem do Açude Figueiredo exigem reassentamento e indenizaçâo,Ceará, Alto Santo,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=344
345,MT - Povos indígenas de Aripuanâ lutam contra instalaçâo de hidrelétrica,Mato Grosso, Aripuanã,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=345
346,MG - Comunidade de Mangueiras reivindica sua ancestralidade quilombola e a garantia da integridade de seu território tradicional,Minas Gerais, Belo Horizonte,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=346
347,"PA - Em Anapu, a violência contra os camponeses continua, enquanto jagunços e  mandantes de assassinato permanecem gozando da impunidade",Pará, Anapu,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=347
348,PA - Quilombolas de Santarém lutam por território tradicional e direitos básicos,Pará, Santarém,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=348
349,"PA - Na Gleba Nova Olinda e entorno, Povo Borari, camponeses e ribeirinhos lutam contra grileiros, madeireiros e sojicultores do Sul, que buscam cada vez mais expulsá-los de suas terras, enquanto aguardam demarcaçâo",Pará, Juruti,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=349
350,PE - Comunidade Quilombola de Conceiçâo das Crioulas luta por demarcaçâo de território tradicional,Pernambuco, Salgueiro,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=350
351,RJ - Parque Nacional da Restinga de Jurubatiba é ameaça à subsistência da populaçâo,Carapebus, Carapebus,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=351
353,RJ - Moradores de Seropédica lutam contra instalaçâo de aterro sanitário,Rio de Janeiro, Rio de Janeiro,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=353
354,SC - Populaçâo luta contra implantaçâo de PCHs no Rio Cubatâo do Sul,Santa Catarina, Santo Amaro da Impe,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=354
355,MA - Quilombolas de Alto Bonito do Brejo lutam por reconhecimento	,Maranhão, Brejo,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=355
356,MA - Quilombolas de São Vicente Ferrer lutam por regularização fundiária e pela vida	,Maranhão, São Vicente Ferrer,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=356
357,MG - Comunidade quilombola dos Luízes luta para garantir a titulação de seu território tradicional. 	,Minas Gerais, Belo Horizonte,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=357
358,PE - Povos indígenas lutam contra escassez de água 	,Pernambuco, Inajá,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=358
359,SP - Moradores de Mauá lutam por indenizações e por seus direitos	,São Paulo, Mauá,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=359
360,SP - População luta a favor do banimento do amianto.	,São Paulo, Mauá,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=360
361,SP - Trabalhadores lutam para evitar contaminação e por indenização	,São Paulo, Mauá,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=361
362,SP - Pescadores lutam por indenização após desastre ambiental,São Paulo, Ubatuba,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=362
363,MA - Quilombolas do Charco correm risco de vida ao lutar por seus direitos,Maranhão, São Vicente Ferrer,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=363
364,SP - Agricultores e caiçaras de Ubatuba sofrem com restrições e regulamentos injustos e desrespeitosos,São Paulo, Ubatuba,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=364
365,TO - Kalungas pleiteiam  reconhecimento e acesso a direitos básicos,Tocantins, Arraias,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=365
366,CE - Radiação e extração de urânio ameaça cearenses e baianos,Ceará, Santa Quitéria,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=366
367,PA - Conflitos e disputas por terra na Amazônia são marcados por assassinatos na região,Pará, Santana do Araguaia,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=367
368,SP - Cultivo da cana-de-açúcar segue sendo prejudicial à saúde e à vida dos trabalhadores,São Paulo, Ribeirão Preto,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=368
369,RS - Pescadores lutam por indenização após desastre ambiental,Rio Grande do Sul, Arroio do Meio,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=369
400,CE - Pescadores artesanais têm sobrevivência ameaçada por supostos empreendimentos turísticos,Ceará, Beberibe,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=400
401,SP - Catadores lutam contra indústria de incineração,São Paulo, São Paulo,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=401
402,PB - Agricultores de João Pessoa lutam para permanecer em fazenda na Ponta de Gramame,Paraíba, João Pessoa,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=402
403,"RJ - Quilombolas lutam por território de direito e contra a especulação imobiliária na Rasa, em Búzios",Rio de Janeiro, Armação dos Búzi,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=403
404,SP - Indígenas Guarani Mbya exigem demarcação de território ,São Paulo, São Paulo,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=404
405,"CE - Em Araçatuba e municípios vizinhos, camponeses lutam contra desertificação e a favor de serviço médico adequado",Ceará, Irauçuba,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=405
406,"CE - Em Trairi, pescadores artesanais indicam privatização como impedimento à subsistência",Ceará, Trairi,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=406
408,"PE - No complexo de Suape, agricultores familiares lutam por indenizações justas e por seus direitos",Pernambuco, Ipojuca,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=408
409,RJ - População de Miguel Pereira sofre com o descarte sem tratamento dos resíduos sólidos do município,Rio de Janeiro, Miguel Pereira,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=409
410,"PA - Quilombolas, ribeirinhos e agricultores familiares lutam pela titulação de suas terras e contra a contaminação",Pará, Moju,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=410
411,BA - Quilombolas de Rio dos Macacos lutam por titulação definitiva de território de direito,Bahia, Simões Filho,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=411
412,"AL - Em Alagoas, Tingui-Botó reivindicam há mais de uma década a revisão dos limites de suas terras e a ampliação do território disponível",Alagoas, Feira Grande,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=412
413,TO - Comunidade quilombola de Grotão aguarda a regularização de todo o seu território,Tocantins, Filadélfia,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=413
414,"AL - Povos indígenas de Alagoas lutam por direitos, identidade, tradição e sobrevivência",Alagoas, Água Branca,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=414
415,"AL - Moroso processo de demarcação e homologação das terras indígenas Wassu-Cocal, em Joaquim Gomes, evidencia descaso e violência",Alagoas, Joaquim Gomes,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=415
416,AL - Comunidades tradicionais de Alagoas lutam contra poluição e assoreamento para sobreviver,Alagoas, Pilar,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=416
